velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp
135.7,2754.5,-0.48,0.91,-10.28,-17.5,733.3,39.905677,32.805255,-90.0,354,1.5,135.5,12.43,11.87,-9.6,14:50:04.920
133.7,2746.4,-1.67,-0.59,-11.99,-18.0,732.6,39.905665,32.80527,-94.7,355,1.1,133.7,5.21,-2.65,1.96,14:50:05.021
136.3,2736.9,-4.08,3.77,-10.07,-18.1,734.7,39.90564,32.805285,-98.3,356,1.7,134.9,1.86,-0.08,-4.86,14:50:05.121
133.4,2713.4,-3.38,0.7,-10.49,-17.8,736.5,39.905667,32.805226,-95.4,357,0.4,132.4,-3.77,3.15,8.39,14:50:05.222
133.4,2735.0,-8.0,3.53,-9.75,-18.1,734.0,39.905625,32.805222,-90.0,358,0.8,134.5,8.85,6.05,3.15,14:50:05.323
132.1,2725.2,0.29,-2.07,-11.19,-17.8,735.8,39.905677,32.805251,-104.1,359,0.6,130.1,3.06,1.16,-11.66,14:50:05.424
133.5,2722.9,1.26,-2.54,-11.72,-18.2,735.2,39.905687,32.805245,-94.2,360,0.8,131.5,-1.98,-6.42,-0.22,14:50:05.525
132.8,2720.8,2.23,1.14,-9.08,-17.8,736.1,39.905691,32.805246,-93.2,361,0.0,133.1,5.07,-5.31,-1.21,14:50:05.625
133.0,2730.0,-1.99,-2.53,-9.34,-18.3,734.9,39.905667,32.805202,-86.3,362,2.0,133.8,-3.13,7.76,-3.98,14:50:05.725
129.5,2731.0,1.09,-3.35,-9.1,-17.8,735.7,39.905623,32.80526,-97.2,363,1.3,131.5,9.89,-0.94,0.51,14:50:05.826
130.8,2704.5,-1.79,3.01,-7.95,-17.7,736.7,39.90568,32.805259,-104.5,364,0.9,131.1,-3.95,0.33,0.5,14:50:05.927
128.3,2733.6,3.8,-0.19,-10.12,-18.2,734.4,39.90569,32.805275,-95.7,365,0.7,127.7,-3.86,5.05,-2.46,14:50:06.027
129.2,2710.6,-10.25,-4.16,-8.26,-17.6,736.7,39.90566,32.805287,-101.2,366,0.5,127.7,2.96,3.75,1.32,14:50:06.128
130.0,2716.5,1.9,-0.97,-10.14,-17.9,737.0,39.905643,32.80527,-101.5,367,1.0,128.7,2.28,-0.05,-0.42,14:50:06.229
129.6,2693.3,-0.23,-6.28,-8.99,-18.0,737.2,39.905664,32.805242,-100.4,368,0.4,128.0,-2.23,5.53,0.2,14:50:06.330
131.1,2689.8,1.28,-2.31,-8.36,-18.0,738.4,39.905668,32.80524,-97.1,369,1.0,130.2,-6.8,-4.43,6.1,14:50:06.430
129.9,2693.3,-3.38,-1.95,-7.51,-17.8,737.7,39.905659,32.805304,-90.0,370,1.4,128.8,-0.1,7.39,-1.67,14:50:06.531
124.5,2691.1,1.56,2.91,-8.43,-18.0,738.2,39.905707,32.805271,-85.2,371,2.0,124.0,10.38,4.64,-6.6,14:50:06.632
126.5,2688.1,1.74,1.41,-10.04,-17.2,738.9,39.905719,32.805262,-95.4,372,0.9,125.4,2.08,-2.25,6.29,14:50:06.733
123.3,2670.5,1.86,1.99,-9.97,-17.6,739.8,39.905694,32.805298,-98.5,373,0.8,123.0,5.18,-1.68,0.46,14:50:06.835
127.1,2668.8,-0.27,-0.55,-10.53,-17.5,741.0,39.905677,32.805265,-89.6,374,1.7,126.9,-1.17,2.44,5.02,14:50:06.936
124.1,2677.3,-1.51,2.13,-8.26,-17.6,738.9,39.905671,32.805295,-104.0,375,0.2,123.4,-5.3,6.3,0.44,14:50:07.037
129.2,2680.5,-4.35,2.56,-9.76,-18.1,738.8,39.90567,32.805286,-102.5,376,0.7,129.3,0.99,3.74,-10.48,14:50:07.138
125.7,2671.9,1.42,2.93,-11.42,-17.4,739.4,39.905706,32.80531,-94.2,377,1.6,125.5,-3.66,-1.06,-0.71,14:50:07.239
123.6,2647.7,-1.7,-0.52,-7.99,-17.6,742.2,39.905643,32.805285,-86.2,378,1.0,122.5,-2.9,1.97,-5.84,14:50:07.340
122.3,2651.5,-0.85,2.95,-9.82,-17.1,741.6,39.905663,32.80526,-102.7,379,1.1,119.8,3.76,-3.85,-5.72,14:50:07.441
125.2,2669.6,0.94,0.69,-11.26,-17.8,740.0,39.905675,32.805267,-85.7,380,1.0,124.7,-1.13,-6.69,2.54,14:50:07.542
119.7,2642.7,-0.6,-0.73,-8.62,-17.2,742.2,39.905696,32.80529,-101.4,381,0.9,120.5,4.54,2.03,5.28,14:50:07.643
122.9,2643.3,0.19,2.01,-11.29,-17.3,742.7,39.90566,32.805258,-99.3,382,0.7,123.3,4.2,5.28,5.87,14:50:07.744
122.9,2642.7,3.8,-0.14,-10.95,-17.9,742.7,39.905719,32.805294,-98.4,383,1.3,123.7,0.62,2.21,0.24,14:50:07.845
119.4,2626.7,-4.97,-0.96,-10.43,-17.0,743.8,39.905685,32.805295,-93.3,384,0.5,120.9,2.77,-0.07,-0.31,14:50:07.945
123.4,2617.4,-1.23,1.09,-9.46,-17.6,744.7,39.905662,32.805298,-92.1,385,0.7,123.7,-4.38,3.46,-1.71,14:50:08.046
118.2,2608.5,0.95,1.79,-10.14,-17.5,745.5,39.905696,32.80529,-85.6,386,1.5,119.6,-3.55,-1.33,-3.02,14:50:08.146
117.5,2628.2,-2.87,-4.68,-9.31,-17.5,743.8,39.905663,32.805304,-96.4,387,0.9,118.3,-2.32,5.06,0.78,14:50:08.247
120.1,2622.2,2.59,-0.16,-10.15,-17.0,744.3,39.905693,32.805292,-100.4,388,0.9,119.6,2.27,1.82,-6.29,14:50:08.348
115.5,2621.0,-1.09,-1.19,-8.73,-17.6,743.4,39.905698,32.805278,-96.1,389,1.7,113.9,-1.25,0.62,-9.8,14:50:08.449
118.0,2591.1,-2.03,1.06,-9.48,-16.6,746.9,39.90568,32.805288,-104.2,390,0.7,115.9,6.14,9.83,1.95,14:50:08.549
117.3,2605.8,4.06,-2.58,-10.33,-17.0,745.2,39.905694,32.805285,-88.7,391,1.9,116.3,-0.15,-7.09,0.94,14:50:08.650
119.5,2592.4,-1.33,-0.18,-11.37,-17.2,746.3,39.905693,32.805319,-96.8,392,1.2,119.1,-0.09,1.16,2.02,14:50:08.751
117.5,2584.3,1.55,4.75,-10.22,-17.1,748.0,39.905675,32.805264,-93.3,393,0.6,116.8,1.89,2.93,5.23,14:50:08.852
117.3,2577.0,2.57,1.63,-9.24,-16.6,748.0,39.905675,32.805349,-91.1,394,1.2,117.3,8.67,-10.12,14.57,14:50:08.952
115.7,2582.9,-0.92,-2.1,-9.0,-17.1,748.1,39.90569,32.805291,-96.8,395,0.8,114.3,3.59,-4.31,-5.17,14:50:09.053
115.3,2560.7,-1.13,2.05,-10.77,-16.5,750.1,39.905714,32.805301,-102.8,396,2.0,114.5,3.48,9.1,6.16,14:50:09.154
114.0,2560.8,-1.13,-1.28,-9.25,-16.7,749.3,39.905729,32.805298,-97.9,397,1.4,115.0,4.76,-0.97,0.88,14:50:09.255
114.7,2569.9,-0.51,-0.99,-9.85,-17.1,748.9,39.905701,32.805294,-100.6,398,0.9,116.1,-3.3,3.01,0.35,14:50:09.355
116.1,2548.3,0.94,4.09,-9.65,-16.8,750.9,39.905684,32.805299,-91.5,399,0.8,115.0,4.03,6.81,10.48,14:50:09.457
112.5,2549.4,0.54,0.87,-9.37,-16.1,750.8,39.905677,32.805271,-95.5,400,0.7,113.1,-5.16,-1.76,2.4,14:50:09.558
112.1,2544.6,-4.82,-1.02,-11.02,-16.7,751.0,39.905682,32.80532,-91.6,401,0.5,111.6,-5.99,7.12,0.46,14:50:09.658
111.9,2540.0,-3.05,-2.11,-9.5,-16.3,751.1,39.905715,32.805308,-102.9,402,2.0,111.6,8.18,-0.61,-7.17,14:50:09.759
108.4,2530.8,-3.74,-1.74,-10.48,-17.0,753.1,39.905686,32.805331,-97.4,403,0.7,105.7,3.72,-1.8,-3.52,14:50:09.860
112.8,2530.7,-2.34,0.95,-8.76,-16.1,751.8,39.905739,32.805304,-93.3,404,1.8,114.0,0.95,6.44,-2.1,14:50:09.961
111.9,2511.2,4.87,-1.33,-8.3,-17.1,754.9,39.905654,32.805316,-88.7,405,2.0,110.8,-8.21,0.46,2.41,14:50:10.062
107.9,2494.7,-5.09,-0.93,-9.23,-16.6,755.5,39.905661,32.805291,-87.1,406,1.3,108.0,1.48,1.84,-9.45,14:50:10.163
112.8,2504.5,0.15,-0.73,-10.39,-16.4,755.0,39.905697,32.805296,-90.1,407,0.8,112.1,3.59,-5.27,1.26,14:50:10.264
110.1,2506.3,0.18,0.16,-10.57,-17.2,754.5,39.90572,32.805288,-102.7,408,1.2,109.9,-1.08,-2.06,-10.54,14:50:10.365
107.1,2499.6,2.55,-0.28,-10.26,-16.6,754.3,39.905699,32.805303,-93.4,409,0.0,105.9,4.59,1.01,4.41,14:50:10.465
108.8,2479.9,-0.74,-3.07,-8.13,-16.0,757.2,39.905717,32.805315,-98.8,410,1.2,107.5,-4.06,-1.6,-1.24,14:50:10.566
109.0,2478.2,-2.79,2.29,-10.76,-16.1,757.2,39.905731,32.805289,-97.3,411,0.2,108.3,2.48,-2.17,-0.98,14:50:10.667
106.9,2469.5,-0.97,-1.95,-11.25,-16.6,757.7,39.90572,32.805328,-98.5,412,1.2,106.7,-7.82,2.95,-5.18,14:50:10.767
105.2,2455.5,-1.15,0.91,-9.69,-16.3,758.9,39.90571,32.805315,-86.7,413,0.4,105.5,-0.64,0.94,-1.59,14:50:10.868
108.5,2446.0,1.0,-0.68,-11.4,-15.9,761.3,39.905731,32.80531,-103.4,414,0.3,108.3,-2.69,-0.41,-1.8,14:50:10.969
107.3,2446.0,-0.54,-2.0,-9.23,-16.0,759.7,39.905743,32.805314,-91.2,415,0.5,106.1,-3.49,2.91,4.85,14:50:11.069
105.7,2439.9,-3.26,-1.19,-10.24,-16.2,760.3,39.905711,32.805302,-96.7,416,0.2,105.8,-4.6,6.68,2.85,14:50:11.170
110.4,2443.3,-1.99,-6.88,-6.89,-15.4,760.4,39.905709,32.805316,-87.0,417,0.5,110.5,4.93,7.69,-2.51,14:50:11.271
106.2,2433.7,-1.02,1.0,-9.8,-16.1,760.4,39.905716,32.805332,-103.6,418,2.0,106.9,-7.18,7.43,7.74,14:50:11.372
102.6,2434.6,5.39,-0.34,-10.42,-16.2,760.9,39.905696,32.805338,-90.7,419,1.7,101.2,2.09,2.64,0.09,14:50:11.472
104.9,2416.4,-0.17,-3.49,-9.61,-15.9,762.7,39.905708,32.805304,-97.9,420,1.7,103.7,1.57,-1.39,3.33,14:50:11.573
102.3,2403.8,2.63,-1.03,-7.75,-15.5,763.0,39.905695,32.805336,-97.2,421,1.6,101.0,-2.11,-1.06,0.39,14:50:11.674
101.7,2394.8,-5.29,1.11,-8.12,-15.7,764.5,39.905716,32.805304,-104.2,422,0.6,100.8,5.41,-7.94,-4.49,14:50:11.774
102.9,2396.6,2.7,0.12,-9.35,-15.9,764.5,39.905691,32.805329,-99.2,423,1.7,102.3,1.21,-8.58,-3.07,14:50:11.875
103.8,2382.9,-2.48,-3.31,-9.85,-15.9,764.7,39.905701,32.805332,-100.2,424,1.4,103.7,-1.84,3.36,3.08,14:50:11.976
99.2,2370.7,-1.4,-3.48,-8.43,-15.2,766.2,39.905719,32.805332,-85.9,425,0.3,98.2,-1.05,-0.58,-2.79,14:50:12.076
100.0,2364.7,-2.44,-2.66,-9.97,-15.7,767.3,39.905722,32.805349,-92.9,426,1.0,100.3,4.56,3.63,1.07,14:50:12.177
100.9,2351.5,-0.51,-3.13,-10.78,-15.3,768.8,39.905748,32.80535,-104.3,427,0.6,100.1,5.74,3.33,-8.01,14:50:12.278
94.2,2355.8,-3.47,0.07,-9.33,-15.9,766.6,39.905715,32.805317,-95.6,428,0.0,94.4,-1.64,-4.38,-3.33,14:50:12.379
98.0,2340.3,-0.0,0.49,-9.0,-16.0,769.3,39.90574,32.805357,-90.7,429,0.6,98.3,3.22,-8.19,1.53,14:50:12.480
97.9,2326.1,3.39,0.19,-10.74,-15.8,770.6,39.905716,32.805323,-102.9,430,0.5,98.7,-10.76,11.49,-5.31,14:50:12.581
95.8,2329.2,-2.32,1.14,-10.66,-15.3,770.1,39.905709,32.805348,-89.8,431,0.8,96.9,-3.89,5.03,7.1,14:50:12.682
97.3,2329.1,-0.17,-0.77,-10.46,-15.4,769.9,39.90575,32.805316,-86.4,432,1.0,97.3,-0.62,3.71,-6.2,14:50:12.783
95.6,2315.2,1.12,4.21,-8.5,-15.7,771.1,39.905712,32.805342,-85.5,433,0.4,94.4,3.0,-3.3,3.41,14:50:12.884
94.3,2308.8,-2.5,1.39,-12.38,-15.1,772.7,39.905697,32.805314,-93.2,434,0.3,94.9,-4.63,-7.68,0.92,14:50:12.984
98.0,2309.8,1.46,2.18,-10.94,-15.3,772.7,39.905735,32.805344,-96.5,435,1.3,98.6,-0.19,-3.0,4.65,14:50:13.085
94.9,2293.6,-0.96,-1.63,-9.91,-15.7,773.9,39.905748,32.805343,-95.8,436,0.0,93.6,-2.68,-4.23,0.22,14:50:13.186
96.5,2283.3,0.76,0.1,-10.91,-14.9,774.6,39.905744,32.805344,-103.3,437,1.2,96.1,2.33,-3.42,0.23,14:50:13.287
96.0,2263.8,-0.51,1.28,-10.04,-15.1,776.4,39.905758,32.80533,-88.3,438,1.0,97.0,-2.01,2.3,-6.32,14:50:13.388
94.2,2274.4,-2.97,1.75,-10.1,-14.5,775.4,39.905738,32.8053,-94.5,439,0.2,94.0,4.48,-3.56,-0.73,14:50:13.489
94.9,2280.9,-1.03,-1.26,-8.95,-15.7,774.6,39.905671,32.805324,-91.8,440,0.1,92.6,-4.6,-3.14,-9.94,14:50:13.590
94.9,2263.0,-0.72,-0.48,-11.48,-15.6,777.0,39.905731,32.805295,-92.5,441,0.3,95.9,1.38,-0.59,0.89,14:50:13.690
91.2,2246.3,-3.52,1.4,-7.82,-15.1,777.5,39.905709,32.805329,-98.2,442,1.4,90.7,-4.53,-1.97,-4.02,14:50:13.791
91.4,2249.9,-3.47,2.19,-9.16,-15.2,777.4,39.90576,32.805336,-96.3,443,0.2,91.7,-2.22,3.52,5.95,14:50:13.892
88.4,2229.2,-0.53,0.94,-10.37,-15.0,780.1,39.905736,32.805358,-99.5,444,0.9,86.9,0.15,0.83,-1.4,14:50:13.992
91.5,2206.4,1.76,-1.41,-8.02,-15.4,781.8,39.905764,32.805342,-105.0,445,0.4,90.5,2.39,2.37,0.05,14:50:14.093
88.8,2202.1,2.33,-3.91,-10.61,-14.4,781.8,39.905731,32.805342,-94.0,446,0.3,89.2,5.14,-0.06,1.12,14:50:14.194
87.0,2204.5,-0.55,0.14,-11.81,-14.1,781.6,39.905756,32.80535,-96.5,447,1.0,84.9,2.19,0.11,-3.53,14:50:14.294
91.9,2183.0,-3.58,0.35,-10.34,-14.8,783.4,39.905716,32.80535,-98.6,448,0.2,92.7,2.42,-0.78,9.43,14:50:14.395
86.0,2183.8,1.01,3.86,-10.02,-14.4,783.7,39.90581,32.805337,-87.7,449,1.9,84.0,-0.07,-9.23,-0.96,14:50:14.496
86.7,2178.4,-1.46,-2.78,-10.91,-14.4,783.7,39.905794,32.805344,-99.1,450,0.3,89.4,8.39,9.65,2.71,14:50:14.597
86.7,2175.6,1.86,1.19,-7.72,-14.9,783.8,39.905745,32.805336,-98.3,451,1.4,85.3,-3.06,-2.04,-0.46,14:50:14.697
85.4,2171.2,-2.1,3.59,-8.93,-14.1,784.5,39.905784,32.805342,-89.6,452,0.5,83.5,3.29,3.8,0.36,14:50:14.798
87.1,2139.6,1.35,1.95,-9.76,-14.5,787.5,39.905773,32.805358,-89.1,453,1.7,87.1,11.04,-3.22,-0.24,14:50:14.899
85.8,2152.9,3.51,3.04,-10.8,-14.4,787.4,39.905744,32.805356,-85.3,454,0.6,85.7,4.43,0.73,5.17,14:50:15.000
85.1,2126.7,-3.45,-0.37,-11.2,-14.1,789.3,39.905759,32.805361,-96.3,455,1.4,86.2,9.87,6.04,-7.11,14:50:15.100
83.7,2135.5,-0.97,-0.92,-8.79,-14.5,787.9,39.905746,32.805402,-100.8,456,0.9,84.4,-3.61,7.42,4.55,14:50:15.201
81.1,2123.8,-1.75,-1.29,-8.98,-14.6,789.5,39.90575,32.80538,-102.6,457,0.9,81.9,7.42,4.76,5.14,14:50:15.302
81.0,2113.2,0.01,1.62,-8.83,-13.6,790.9,39.905785,32.805369,-90.2,458,0.0,80.8,-5.49,5.16,0.6,14:50:15.402
79.9,2091.8,0.26,-1.45,-10.19,-14.8,791.7,39.905795,32.805332,-100.9,459,1.5,80.2,-0.9,-3.6,4.22,14:50:15.503
83.6,2074.6,2.29,-1.84,-11.71,-14.1,793.8,39.905735,32.805364,-103.9,460,0.4,84.2,-6.1,1.12,-11.6,14:50:15.604
81.8,2089.2,-2.84,-1.17,-9.13,-14.3,791.9,39.905763,32.805341,-88.7,461,0.5,81.1,4.22,2.91,-1.14,14:50:15.705
77.5,2061.7,1.68,-1.59,-11.06,-13.9,795.0,39.905796,32.805383,-99.1,462,0.5,78.4,-4.89,-13.64,7.42,14:50:15.807
81.5,2054.3,0.7,-1.17,-8.66,-13.7,795.6,39.905776,32.805362,-87.9,463,1.2,80.4,-1.31,-4.22,6.59,14:50:15.907
81.9,2063.6,-0.87,1.48,-11.55,-14.2,794.3,39.905801,32.80536,-87.1,464,1.3,81.7,-5.3,-2.59,4.73,14:50:16.008
77.5,2035.2,-0.53,-1.04,-9.07,-13.8,798.1,39.905746,32.805331,-89.2,465,0.4,76.7,-0.45,3.3,-0.36,14:50:16.109
77.9,2029.9,-0.67,-2.04,-9.55,-14.0,797.5,39.905767,32.80535,-88.3,466,1.5,77.5,5.96,-3.32,-6.6,14:50:16.210
76.6,2015.4,2.61,-2.25,-10.68,-13.6,799.1,39.905754,32.805405,-102.7,467,1.7,76.4,-1.07,-0.95,6.08,14:50:16.310
77.3,2029.4,-4.29,3.67,-11.52,-14.1,797.8,39.905805,32.805384,-91.4,468,1.3,75.9,13.26,2.75,-9.48,14:50:16.411
80.6,2025.9,2.24,4.32,-7.59,-13.7,797.6,39.905721,32.805386,-86.8,469,2.0,80.6,-4.73,-2.4,-4.7,14:50:16.512
78.5,1991.2,0.48,0.0,-7.12,-13.6,802.0,39.905769,32.805355,-92.7,470,0.9,76.4,8.07,-2.53,6.26,14:50:16.613
73.1,1976.1,3.12,1.38,-10.96,-13.7,802.4,39.905795,32.805395,-95.7,471,0.0,73.1,1.79,-1.79,9.57,14:50:16.715
74.8,1986.4,0.69,-1.02,-10.54,-13.6,802.4,39.905809,32.805402,-94.3,472,0.2,74.1,1.92,-1.06,2.85,14:50:16.815
72.1,1966.4,4.15,-0.96,-8.83,-12.9,803.1,39.90578,32.805362,-94.4,473,1.2,71.1,2.36,-1.9,5.06,14:50:16.916
73.9,1930.6,1.8,5.48,-8.04,-12.7,807.3,39.905778,32.805375,-104.5,474,1.9,73.6,-3.76,-5.09,1.8,14:50:17.016
72.0,1951.2,-0.54,-1.18,-10.98,-13.3,805.0,39.905761,32.805385,-86.0,475,0.5,72.4,8.11,-2.45,-10.88,14:50:17.117
73.7,1934.0,0.92,-2.65,-10.42,-13.3,808.2,39.905739,32.805373,-95.7,476,1.3,72.9,-1.88,4.95,-4.44,14:50:17.219
73.8,1919.8,0.11,1.12,-11.43,-12.9,808.0,39.905775,32.805361,-97.6,477,0.3,73.5,-0.97,2.84,-3.36,14:50:17.320
71.8,1893.1,-3.1,-0.76,-9.63,-12.7,810.9,39.905758,32.805389,-90.2,478,1.7,72.2,-0.61,-2.99,-7.51,14:50:17.420
67.9,1898.7,3.28,0.11,-9.4,-13.0,810.3,39.905786,32.805365,-103.0,479,0.7,67.6,6.41,-4.26,0.14,14:50:17.521
72.9,1884.2,-0.72,-1.58,-9.76,-12.9,810.8,39.905787,32.805396,-102.3,480,0.4,72.1,5.68,-1.28,5.55,14:50:17.622
69.5,1856.4,-1.14,-0.3,-11.21,-12.8,814.0,39.905789,32.805371,-96.3,481,1.9,69.2,-0.53,6.36,-1.32,14:50:17.722
67.4,1867.0,-1.74,-0.56,-10.3,-12.4,814.1,39.905783,32.805371,-97.3,482,1.1,67.2,8.63,9.1,4.89,14:50:17.823
65.5,1871.3,3.01,0.72,-10.95,-12.9,813.2,39.905792,32.805372,-86.4,483,1.7,67.1,-5.91,6.97,1.42,14:50:17.924
68.8,1840.1,3.02,0.4,-10.44,-12.2,816.9,39.905772,32.805355,-102.5,484,1.7,69.2,-7.85,0.34,-4.34,14:50:18.024
66.6,1846.9,-4.2,-2.07,-11.77,-12.5,815.1,39.905773,32.80539,-86.7,485,1.4,67.3,-5.5,-0.39,4.36,14:50:18.125
67.3,1843.4,-1.32,-0.85,-9.59,-12.7,815.0,39.905775,32.805383,-95.8,486,1.4,66.1,1.32,-3.26,-5.08,14:50:18.225
62.7,1825.9,1.92,0.87,-8.53,-12.2,817.9,39.905785,32.8054,-90.4,487,0.3,60.5,1.16,-3.06,9.74,14:50:18.326
68.3,1788.9,-0.69,-0.79,-9.1,-11.8,822.0,39.905787,32.805376,-101.6,488,0.0,67.4,4.55,-1.32,6.91,14:50:18.427
62.1,1798.2,4.45,-2.4,-10.19,-12.0,820.9,39.905777,32.80538,-104.0,489,0.6,59.7,5.07,1.26,-4.81,14:50:18.527
63.8,1778.7,-2.51,0.39,-10.85,-12.0,821.2,39.905784,32.805375,-85.7,490,0.0,62.8,1.75,-4.78,-3.83,14:50:18.628
61.9,1774.0,-1.27,0.44,-11.12,-12.3,822.2,39.905799,32.805408,-93.2,491,0.2,62.6,-3.29,2.83,-10.9,14:50:18.729
60.7,1765.1,-1.08,-0.92,-10.91,-12.6,823.2,39.905824,32.805387,-90.7,492,1.3,59.2,-3.19,-6.82,-14.24,14:50:18.830
65.0,1744.2,-0.82,0.8,-10.22,-11.9,825.5,39.905834,32.805387,-100.6,493,0.7,65.1,-1.24,-4.8,-3.78,14:50:18.930
61.8,1724.7,-2.07,3.76,-11.44,-11.7,827.2,39.905797,32.805355,-95.7,494,1.0,62.9,-0.36,-5.32,0.79,14:50:19.031
58.3,1734.8,-0.49,5.02,-9.5,-12.1,826.1,39.905801,32.805357,-95.6,495,0.8,57.5,6.24,-0.31,-0.24,14:50:19.132
62.2,1727.0,-2.54,6.05,-9.17,-11.5,827.5,39.905754,32.805375,-100.5,496,1.9,61.3,-3.88,-2.79,0.1,14:50:19.233
61.7,1720.8,1.68,2.82,-8.43,-12.2,828.5,39.905804,32.805396,-100.3,497,1.6,60.8,-0.3,-6.02,1.89,14:50:19.334
58.2,1676.4,-0.18,3.88,-8.42,-11.4,832.3,39.905789,32.805361,-103.2,498,1.1,59.2,2.18,-4.22,-3.6,14:50:19.435
58.5,1677.5,-0.65,-0.23,-10.66,-11.5,831.4,39.905831,32.80537,-102.5,499,1.0,59.3,2.0,-1.97,0.02,14:50:19.536
57.1,1679.0,0.92,-2.59,-9.27,-11.9,831.2,39.905822,32.805379,-94.4,500,0.5,55.8,7.41,-3.81,-4.92,14:50:19.636
59.5,1658.9,-3.36,-3.17,-8.38,-11.4,833.9,39.905813,32.80536,-92.2,501,1.6,59.1,2.0,-5.45,-3.37,14:50:19.737
57.4,1658.9,1.33,1.85,-10.67,-11.2,833.2,39.905762,32.805384,-99.0,502,1.0,58.2,0.02,-11.06,4.19,14:50:19.837
59.3,1637.8,-2.56,2.77,-8.79,-11.2,835.3,39.905823,32.805416,-98.8,503,1.3,59.4,-1.7,-5.66,3.9,14:50:19.938
55.5,1644.7,1.63,-2.3,-9.52,-11.1,835.1,39.905809,32.805385,-102.4,504,1.9,54.0,-6.69,3.54,-5.72,14:50:20.039
58.1,1627.9,-1.2,2.86,-10.41,-11.2,836.4,39.905819,32.805384,-88.9,505,0.5,57.8,-4.38,8.43,-3.32,14:50:20.140
54.7,1598.2,-4.15,-3.51,-8.36,-11.1,839.5,39.905834,32.805372,-93.6,506,0.3,54.1,6.36,-5.88,-4.31,14:50:20.241
52.5,1597.0,2.4,2.02,-8.85,-10.9,838.9,39.90582,32.80542,-102.1,507,0.7,52.7,-9.97,8.24,0.63,14:50:20.341
53.6,1588.3,-4.23,1.44,-9.14,-11.2,841.3,39.905812,32.805401,-88.6,508,0.5,54.4,1.2,-1.78,8.04,14:50:20.442
49.8,1566.4,3.55,-1.5,-7.92,-11.4,842.3,39.905828,32.805371,-95.3,509,1.3,49.4,3.96,6.36,6.35,14:50:20.543
50.4,1550.2,0.96,-2.36,-10.17,-10.8,844.0,39.905778,32.805393,-95.5,510,1.9,50.6,-1.94,-5.18,5.97,14:50:20.644
50.5,1578.2,2.52,2.0,-7.43,-11.5,842.3,39.905818,32.805433,-93.6,511,1.4,51.6,0.95,-2.0,-2.8,14:50:20.744
53.2,1552.8,1.23,-3.77,-11.08,-10.9,844.7,39.905808,32.805449,-102.0,512,0.9,54.2,8.37,0.39,-3.1,14:50:20.845
55.5,1522.2,-2.64,-0.31,-11.87,-10.4,847.3,39.905828,32.80536,-102.8,513,1.7,56.4,-10.54,4.14,-0.22,14:50:20.947
49.2,1511.1,-4.2,3.19,-8.47,-11.0,848.4,39.905804,32.805436,-85.6,514,0.0,49.6,0.29,-2.53,1.55,14:50:21.048
48.1,1509.8,2.63,-3.14,-8.54,-10.5,848.4,39.905816,32.805436,-102.5,515,1.6,45.6,-5.28,-1.86,4.17,14:50:21.148
46.9,1496.6,3.37,0.08,-8.46,-10.1,849.5,39.905823,32.805396,-99.5,516,0.9,45.7,5.09,-2.28,-0.4,14:50:21.249
44.4,1479.4,-0.04,-3.28,-10.53,-10.5,851.2,39.905807,32.805403,-101.3,517,0.5,43.4,-2.23,-0.62,-4.41,14:50:21.350
47.8,1460.0,2.83,0.77,-8.68,-10.5,854.2,39.905806,32.805442,-90.5,518,0.4,46.3,-1.81,6.25,-3.13,14:50:21.450
47.1,1460.4,1.6,3.58,-9.86,-10.4,853.3,39.905794,32.805396,-95.6,519,1.1,46.1,7.76,7.68,4.51,14:50:21.551
44.3,1455.0,1.67,0.74,-10.21,-10.0,853.5,39.90581,32.805406,-87.4,520,1.9,45.0,1.91,2.49,-1.44,14:50:21.652
43.3,1426.6,0.49,1.33,-11.01,-9.6,856.1,39.905883,32.80541,-94.9,521,1.9,44.3,-3.62,2.29,-2.17,14:50:21.753
45.5,1417.6,0.91,-0.13,-9.93,-10.3,858.0,39.905796,32.805387,-93.4,522,1.4,46.0,4.67,-3.46,-1.5,14:50:21.854
47.4,1387.3,-1.19,3.32,-9.98,-10.0,861.3,39.905811,32.805436,-92.3,523,1.6,48.9,-3.44,9.32,-4.41,14:50:21.955
43.3,1397.2,-1.29,-0.98,-8.34,-9.9,859.1,39.905838,32.805384,-89.9,524,0.8,43.1,2.41,-5.99,1.75,14:50:22.056
44.1,1372.1,2.15,-2.59,-6.58,-10.0,861.5,39.905848,32.805421,-100.5,525,0.2,45.2,7.06,4.75,2.16,14:50:22.157
45.6,1376.3,-1.1,-3.19,-12.03,-9.5,861.6,39.905795,32.805454,-98.5,526,0.9,44.6,-1.72,-0.19,-1.19,14:50:22.257
43.5,1371.3,-0.49,-0.89,-10.67,-10.1,862.8,39.905857,32.805437,-96.1,527,0.9,42.1,-9.12,-3.28,-6.04,14:50:22.358
42.6,1357.7,0.97,3.34,-9.97,-9.5,864.9,39.905808,32.805409,-85.6,528,0.8,43.1,-1.16,8.09,-1.32,14:50:22.459
42.9,1331.3,4.68,-1.78,-10.25,-9.6,866.7,39.905824,32.805444,-90.4,529,0.4,42.1,-1.8,-2.16,3.34,14:50:22.560
