velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp,altitude_raw,altitude_kalman,velocity_raw,velocity_kalman,vertical_velocity_raw,vertical_velocity_kalman
28.8,0.0,-1.96,5.69,-8.28,-1.4,1013.2,40.226939,33.126561,-85.1,321665,0.8,26.2,-2.3,3.65,-0.92,12:58:35.329,0,0.0,22.2,28.8,21.8,26.2
88.5,2249.7,1.26,-1.26,-9.92,-15.0,775.1,40.228456,33.128051,-88.4,323144,1.1,91.0,-8.71,5.2,6.79,12:58:35.396,2276.5,2249.7,96.9,88.5,97.1,91.0
0.4,16.8,1.57,2.87,-10.32,-1.5,1009.6,40.229541,33.1291,-102.1,324214,1.0,0.4,9.3,-13.89,3.77,12:58:35.446,35.7,16.8,0.5,0.4,0.8,0.4
59.8,0.0,-1.73,-0.48,-8.57,-1.3,1012.5,40.23067,33.130301,-85.4,325399,0.7,55.7,-5.3,0.86,-6.8,12:58:35.496,0,0.0,50.6,59.8,49.1,55.7
0.0,0.0,-1.62,-0.27,-8.71,-1.2,1012.9,40.231876,33.131486,-92.5,326553,1.1,-0.5,1.12,5.46,4.77,12:58:35.547,0,0.0,0,0.0,-2.2,-0.5
0.0,801.3,5.78,-1.62,-10.11,-6.7,917.3,40.233321,33.132966,-94.1,328042,0.8,0.2,-8.75,3.16,3.49,12:58:35.612,837.1,801.3,0,0.0,-0.1,0.2
34.5,1200.0,-0.39,-0.14,-10.25,-8.9,876.0,40.234646,33.134234,-88.0,329329,1.8,37.3,2.66,-1.75,0.79,12:58:35.662,1233.0,1200.0,40.8,34.5,39.3,37.3
3.0,249.7,-2.18,4.06,-8.78,-3.2,979.3,40.235779,33.135449,-93.5,330515,1.4,3.0,-3.55,-4.13,8.62,12:58:35.712,283.6,249.7,1.2,3.0,-0.2,3.0
73.7,0.0,1.0,0.87,-11.09,-1.6,1013.5,40.236972,33.13655,-92.8,331666,0.8,70.5,0.56,2.86,-6.91,12:58:35.763,0,0.0,67.7,73.7,67.5,70.5
0.0,0.0,-0.33,1.53,-11.31,-1.8,1013.0,40.238195,33.137731,-95.8,332880,0.6,-0.8,-3.38,-4.57,1.62,12:58:35.813,0,0.0,0,0.0,-3.2,-0.8
56.3,0.0,2.31,-1.83,-6.54,-1.2,1013.4,40.239265,33.138882,-91.8,333960,1.4,57.9,2.89,-9.31,-2.59,12:58:35.863,0,0.0,60.7,56.3,59.9,57.9
77.0,0.0,2.86,1.31,-9.86,-1.7,1013.0,40.24037,33.140019,-104.4,335090,1.7,76.6,8.29,-0.95,1.41,12:58:35.914,0,0.0,78.1,77.0,77.6,76.6
0.0,0.0,1.45,-0.92,-10.88,-1.8,1012.7,40.241904,33.14151,-102.2,336606,0.4,-0.4,-5.44,-8.52,-0.75,12:58:35.978,0,0.0,0,0.0,-0.6,-0.4
0.0,1193.0,1.21,3.54,-9.06,-9.0,884.4,40.242636,33.142223,-90.7,337321,1.0,-0.4,-2.18,-0.53,-7.2,12:58:36.027,1163.5,1193.0,0,0.0,-1.6,-0.4
91.9,0.0,3.64,-0.22,-8.54,-1.2,1013.4,40.243259,33.142843,-100.1,337925,0.6,87.6,-9.37,4.46,-1.88,12:58:36.079,0,0.0,86.1,91.9,86.0,87.6
8.1,1488.0,-0.47,-3.17,-8.27,-10.4,853.0,40.243835,33.143473,-92.8,338553,1.3,8.6,5.07,4.35,-3.18,12:58:36.129,1460.3,1488.0,8.2,8.1,7.3,8.6
72.6,1228.3,-1.89,3.01,-9.99,-9.5,872.9,40.24468,33.1443,-86.1,339384,0.7,76.2,-1.08,-0.39,3.21,12:58:36.178,1268.6,1228.3,81.2,72.6,80.9,76.2
44.4,0.0,-0.71,-1.65,-7.02,-0.9,1013.5,40.245781,33.145396,-88.6,340486,0.2,42.4,-2.68,2.4,2.47,12:58:36.229,0,0.0,42.0,44.4,42.0,42.4
0.0,0.0,-1.45,-0.11,-9.05,-1.4,1013.7,40.247021,33.14657,-102.8,341690,0.9,-0.0,7.48,6.26,-4.24,12:58:36.281,0,0.0,0,0.0,0.7,-0.0
0.2,2209.9,0.42,3.44,-10.45,-15.1,779.2,40.2485,33.148146,-88.5,343246,0.2,0.0,6.0,-10.43,-2.42,12:58:36.330,2239.5,2209.9,0,0.2,-0.2,0.0
0.1,551.3,-1.95,0.66,-10.59,-5.0,943.7,40.24968,33.149281,-85.4,344360,0.2,-0.4,-0.96,-2.93,-0.16,12:58:36.396,599.8,551.3,0,0.1,-0.2,-0.4
45.3,792.1,-2.36,3.73,-12.3,-6.7,919.0,40.250939,33.150552,-90.0,345634,1.1,49.1,-3.01,6.29,1.77,12:58:36.446,838.2,792.1,57.1,45.3,57.4,49.1
60.5,0.0,2.2,2.49,-10.01,-1.0,1012.6,40.252003,33.151622,-96.1,346736,1.7,59.0,0.12,7.39,0.33,12:58:36.496,0,0.0,55.0,60.5,55.0,59.0
11.8,0.0,2.76,-3.46,-10.07,-1.7,1013.0,40.253196,33.152817,-91.5,347899,0.1,9.4,4.49,-0.07,5.34,12:58:36.545,0,0.0,7.9,11.8,7.9,9.4
9.7,1419.2,2.35,-0.51,-10.46,-10.5,854.3,40.25476,33.154362,-99.2,349453,1.3,9.2,3.85,3.93,-0.14,12:58:36.612,1444.4,1419.2,11.2,9.7,11.3,9.2
51.7,0.0,-4.28,-4.22,-10.49,-1.5,1012.0,40.255853,33.155421,-95.7,350543,1.2,48.7,2.59,6.68,-2.52,12:58:36.662,0,0.0,45.1,51.7,44.1,48.7
26.4,503.7,-0.5,2.78,-9.23,-5.1,951.3,40.257202,33.156838,-101.9,351896,1.1,29.2,6.97,-2.21,-9.31,12:58:36.712,537.8,503.7,31.1,26.4,31.9,29.2
52.4,0.0,1.96,1.73,-9.28,-1.6,1013.9,40.258367,33.157949,-100.7,353036,1.6,50.4,-3.13,-0.86,-2.63,12:58:36.762,0,0.0,47.6,52.4,47.2,50.4
1.3,83.0,1.39,0.8,-9.87,-2.2,999.4,40.259688,33.159276,-90.1,354379,1.5,2.4,-2.38,5.11,4.93,12:58:36.813,119.4,83.0,3.8,1.3,4.2,2.4
7.1,607.3,0.4,-0.8,-9.46,-5.6,938.2,40.260989,33.160578,-92.1,355674,1.3,7.7,-4.82,-4.01,-4.46,12:58:36.862,650.5,607.3,8.8,7.1,8.5,7.7
0.0,1960.8,0.48,-0.82,-8.52,-14.0,800.0,40.262347,33.161937,-100.4,357041,0.4,0.2,-6.37,6.11,2.36,12:58:36.913,2006.2,1960.8,0,0.0,0.1,0.2
143.7,2790.6,-2.93,1.96,-10.49,-18.6,728.8,40.26377,33.163341,-87.5,358471,1.0,141.4,-2.6,-8.53,4.96,12:58:36.963,2793.9,2790.6,140.8,143.7,139.6,141.4
12.7,0.0,-0.8,1.37,-9.16,-1.5,1012.3,40.264655,33.164293,-104.2,359387,1.5,9.5,-2.38,-2.98,-3.05,12:58:37.029,0,0.0,7.1,12.7,6.6,9.5
0.0,0.0,2.84,5.69,-8.34,-1.8,1012.9,40.26592,33.165496,-88.0,360616,1.9,0.2,3.24,-2.62,-5.71,12:58:37.080,0,0.0,0,0.0,-0.4,0.2
0.0,0.0,-4.68,-2.94,-11.51,-1.3,1013.7,40.267204,33.166805,-104.7,361877,1.2,-0.4,-7.25,-2.03,1.07,12:58:37.129,0,0.0,0,0.0,-1.8,-0.4
138.1,0.0,-0.65,1.98,-11.49,-1.2,1013.7,40.268283,33.167946,-92.1,362992,1.3,134.1,-1.22,0.7,-1.82,12:58:37.180,0,0.0,134.1,138.1,130.4,134.1
0.0,0.0,-4.41,-5.05,-9.03,-1.5,1012.5,40.269438,33.169061,-93.2,364155,1.8,0.0,2.07,2.67,4.25,12:58:37.229,0,0.0,0,0.0,-0.1,0.0
77.3,0.0,3.53,0.19,-9.03,-1.1,1014.1,40.270788,33.170417,-87.1,365497,0.5,77.1,-2.59,-2.19,-3.96,12:58:37.295,0,0.0,78.0,77.3,78.1,77.1
66.1,0.0,0.38,6.44,-9.35,-1.8,1013.4,40.271901,33.171485,-92.9,366599,1.6,64.4,0.92,0.67,5.58,12:58:37.345,0,0.0,62.4,66.1,61.8,64.4
0.0,0.0,0.36,-0.74,-9.39,-1.6,1013.2,40.272931,33.172535,-85.9,367631,0.4,0.4,-2.32,3.59,-1.34,12:58:37.393,0,0.0,0,0.0,-0.2,0.4
120.1,0.0,2.62,1.3,-9.8,-1.5,1013.2,40.274294,33.173888,-95.2,368986,1.8,122.6,1.69,10.06,6.04,12:58:37.446,0,0.0,124.5,120.1,123.4,122.6
0.0,0.0,-0.29,-3.23,-8.9,-1.5,1012.7,40.275468,33.175077,-94.9,370164,0.7,0.3,0.35,-4.64,-5.58,12:58:37.496,0,0.0,0,0.0,2.2,0.3
3.8,107.1,0.46,0.6,-9.09,-1.7,1005.8,40.276616,33.176231,-104.6,371330,1.9,3.0,-9.15,4.01,-4.19,12:58:37.546,59.6,107.1,0,3.8,1.3,3.0
0.0,2012.1,2.05,-2.06,-10.84,-13.4,802.5,40.277701,33.177345,-89.5,372434,0.8,0.3,0.26,0.69,0.86,12:58:37.596,1982.6,2012.1,0,0.0,1.9,0.3
150.5,2699.1,0.43,1.49,-9.97,-18.0,737.9,40.278876,33.178462,-85.3,373592,0.8,150.2,3.53,-0.2,6.03,12:58:37.646,2694.2,2699.1,148.2,150.5,150.3,150.2
0.0,2704.5,-1.84,0.04,-10.13,-17.4,737.9,40.280153,33.179725,-86.0,374846,1.9,0.4,-1.2,-1.4,2.36,12:58:37.697,2694.0,2704.5,0,0.0,2.2,0.4
0.0,2776.0,0.26,1.34,-10.57,-18.1,730.7,40.281391,33.180982,-90.8,376080,0.4,0.1,7.73,11.23,9.24,12:58:37.747,2775.2,2776.0,0,0.0,-0.8,0.1
75.1,1933.6,1.03,-2.16,-9.33,-13.1,809.3,40.282768,33.182324,-100.4,377469,0.3,72.6,2.98,6.52,-2.05,12:58:37.796,1907.1,1933.6,68.6,75.1,69.3,72.6
0.0,2487.1,-0.58,0.81,-8.53,-17.2,754.3,40.283764,33.183373,-103.5,378469,0.2,0.0,-0.13,2.98,-3.75,12:58:37.851,2509.3,2487.1,0,0.0,0.6,0.0
46.2,1490.6,-1.55,2.43,-9.69,-10.8,846.9,40.284888,33.184558,-85.6,379618,0.1,48.4,0.29,-4.07,8.56,12:58:37.912,1524.8,1490.6,52.2,46.2,50.9,48.4
0.1,0.0,-1.55,-1.9,-8.58,-1.4,1013.1,40.28607,33.185642,-86.9,380755,0.3,0.0,-5.04,4.79,-7.2,12:58:37.962,0,0.0,0,0.1,-0.2,0.0
49.7,0.0,1.14,-0.03,-9.48,-1.2,1013.6,40.287286,33.186856,-92.6,381961,0.2,46.0,-0.42,1.77,-8.05,12:58:38.013,0,0.0,46.0,49.7,46.3,46.0
0.0,0.0,0.87,0.5,-10.24,-1.7,1012.5,40.288468,33.188047,-102.4,383181,1.0,0.2,2.58,-9.24,-4.22,12:58:38.062,0,0.0,0,0.0,1.2,0.2
71.2,0.0,0.06,-1.52,-10.81,-1.9,1013.6,40.289685,33.189314,-98.6,384399,0.4,71.1,-7.91,-0.85,6.73,12:58:38.113,0,0.0,73.1,71.2,73.7,71.1
47.7,0.0,1.59,-3.85,-10.37,-1.9,1013.3,40.290841,33.190417,-96.6,385500,0.1,45.0,0.05,-10.15,-4.18,12:58:38.163,0,0.0,42.9,47.7,41.1,45.0
0.0,0.0,-2.19,5.65,-9.09,-1.7,1013.8,40.291782,33.191386,-103.4,386484,0.7,0.3,-0.47,5.86,8.23,12:58:38.212,0,0.0,0,0.0,-0.5,0.3
0.0,1157.3,-3.19,-1.18,-8.56,-8.1,888.3,40.292865,33.192506,-97.0,387589,1.3,-0.2,-3.46,8.36,-5.85,12:58:38.262,1117.1,1157.3,0,0.0,1.5,-0.2
0.0,2190.9,1.36,0.81,-9.73,-14.4,785.3,40.294067,33.193654,-94.3,388751,1.2,-0.1,-9.71,1.54,-1.01,12:58:38.319,2161.2,2190.9,0,0.0,-0.6,-0.1
31.2,975.9,-1.4,1.31,-9.69,-7.0,907.8,40.29542,33.195017,-99.5,390116,1.6,28.8,3.0,9.67,1.2,12:58:38.379,930.5,975.9,26.5,31.2,26.1,28.8
0.0,1335.3,5.74,2.09,-10.46,-9.0,870.4,40.296646,33.196245,-103.4,391345,0.5,0.1,-3.36,-1.22,-1.03,12:58:38.429,1297.2,1335.3,0,0.0,-1.2,0.1
90.3,1374.3,-2.59,-0.29,-9.59,-9.6,866.0,40.297918,33.197505,-95.3,392598,1.1,87.4,-0.35,1.39,-0.36,12:58:38.479,1338.1,1374.3,86.7,90.3,87.0,87.4
0.0,1298.2,-0.34,-2.49,-10.17,-9.2,873.8,40.299173,33.198814,-104.7,393861,1.6,-0.4,-5.18,-2.95,-3.64,12:58:38.529,1259.6,1298.2,0,0.0,-0.3,-0.4
0.0,2718.0,-1.34,1.79,-10.4,-17.7,736.8,40.300296,33.199825,-97.5,394946,0.4,0.4,-1.69,-1.24,-0.23,12:58:38.580,2712.2,2718.0,0,0.0,-0.2,0.4
41.3,1253.9,-0.93,1.46,-9.93,-8.9,879.5,40.301679,33.201257,-91.7,396378,1.5,38.0,6.9,-5.31,-0.31,12:58:38.645,1209.9,1253.9,34.6,41.3,33.5,38.0
0.0,2548.8,-1.17,-0.15,-10.33,-16.6,748.8,40.302612,33.20224,-85.1,397328,0.4,0.2,1.79,-3.59,-1.99,12:58:38.696,2564.0,2548.8,0,0.0,-0.7,0.2
124.4,2688.5,2.23,0.34,-8.25,-17.1,735.4,40.303918,33.203541,-88.8,398612,1.1,125.5,3.41,-11.9,-9.2,12:58:38.746,2721.7,2688.5,129.7,124.4,129.5,125.5
0.0,2050.2,-1.14,-1.59,-9.82,-13.8,798.8,40.305378,33.204975,-93.6,400076,1.3,-0.2,4.4,-1.12,5.75,12:58:38.812,2025.1,2050.2,0,0.0,-0.4,-0.2
0.0,2763.7,-2.87,1.63,-9.77,-18.5,733.4,40.306523,33.206122,-97.2,401215,1.5,-0.5,-4.37,3.0,9.75,12:58:38.861,2751.9,2763.7,0,0.0,-3.0,-0.5
137.6,2754.5,1.59,1.59,-9.97,-18.1,733.8,40.307792,33.207374,-94.9,402474,1.0,135.9,-6.18,-5.83,9.46,12:58:38.912,2750.4,2754.5,135.2,137.6,133.7,135.9
0.0,2277.0,2.74,2.44,-10.85,-15.3,776.6,40.309121,33.20871,-94.3,403821,0.7,-0.4,-2.9,-8.25,4.51,12:58:38.962,2255.6,2277.0,0,0.0,-0.2,-0.4
122.4,2654.0,-1.76,-2.51,-8.95,-17.8,740.8,40.310184,33.20977,-101.1,404889,1.8,124.3,6.68,-9.8,2.05,12:58:39.012,2669.9,2654.0,125.0,122.4,124.8,124.3
0.6,22.7,1.78,0.33,-10.47,-1.5,1013.0,40.311787,33.211443,-100.9,406523,0.4,0.8,-3.38,4.57,-2.89,12:58:39.078,0,22.7,1.8,0.6,1.5,0.8
10.0,699.4,2.38,-0.32,-8.75,-5.3,936.9,40.313043,33.212647,-95.6,407730,0.4,9.4,-2.89,-0.03,2.01,12:58:39.129,665.8,699.4,8.8,10.0,7.3,9.4
77.5,1981.8,-0.34,-2.48,-8.89,-13.4,804.5,40.314189,33.213761,-87.6,408880,0.6,74.6,1.97,2.11,1.71,12:58:39.179,1958.1,1981.8,72.8,77.5,72.2,74.6
0.0,1818.6,3.57,1.34,-10.79,-12.0,820.4,40.315438,33.215037,-102.9,410152,1.4,-0.1,3.03,1.08,8.24,12:58:39.228,1791.5,1818.6,0,0.0,-0.2,-0.1
35.0,475.1,2.49,0.61,-11.16,-4.0,963.7,40.316838,33.216444,-101.1,411516,1.0,31.1,-8.98,-4.6,-7.95,12:58:39.279,426.6,475.1,26.4,35.0,26.2,31.1
0.0,1959.3,1.1,2.3,-9.66,-12.7,805.8,40.317967,33.217586,-89.6,412652,1.4,0.1,-4.32,-1.08,1.95,12:58:39.330,1949.9,1959.3,0,0.0,-0.3,0.1
1.7,13.4,6.11,3.1,-9.55,-1.9,1013.3,40.31938,33.218951,-86.8,414064,2.0,0.8,-1.37,1.07,0.17,12:58:39.395,0,13.4,0,1.7,0.5,0.8
0.0,0.0,4.17,5.57,-10.78,-1.6,1013.5,40.320763,33.220316,-85.7,415441,1.6,-0.3,-0.32,7.17,-0.77,12:58:39.445,0,0.0,0,0.0,0.0,-0.3
0.0,1058.8,0.94,-0.27,-12.99,-7.8,900.1,40.321789,33.221422,-100.2,416499,0.4,0.3,1.12,3.5,-2.67,12:58:39.496,1005.5,1058.8,0,0.0,0.6,0.3
52.0,739.8,-3.26,-0.22,-9.02,-5.7,933.8,40.323099,33.222652,-102.2,417780,0.3,48.0,-0.54,0.66,3.3,12:58:39.546,695.5,739.8,45.3,52.0,43.6,48.0
161.6,0.0,0.18,1.78,-9.15,-1.3,1013.0,40.324608,33.224194,-99.5,419326,1.7,162.9,-4.03,7.09,-1.48,12:58:39.596,0,0.0,166.8,161.6,165.7,162.9
0.0,0.0,2.26,4.37,-8.21,-1.7,1013.8,40.325849,33.225428,-93.4,420552,0.5,0.3,-8.35,1.27,-4.65,12:58:39.662,0,0.0,0,0.0,1.2,0.3
11.2,0.0,5.59,-1.07,-8.48,-1.3,1012.9,40.327082,33.226661,-89.4,421806,0.6,11.9,-8.54,-3.67,7.74,12:58:39.712,0,0.0,14.1,11.2,12.1,11.9
66.0,0.0,0.26,1.77,-10.44,-1.6,1013.7,40.328255,33.227886,-89.8,422989,1.7,66.9,-1.61,0.88,3.75,12:58:39.762,0,0.0,67.7,66.0,67.6,66.9
6.1,20.2,-4.36,-2.87,-8.08,-1.6,1013.4,40.329421,33.228977,-86.7,424116,0.7,2.6,6.03,-5.61,-0.06,12:58:39.813,0,20.2,0,6.1,0.6,2.6
63.0,0.0,0.58,-0.35,-10.26,-1.5,1013.7,40.330727,33.230365,-103.3,425460,0.2,65.3,0.16,1.86,-1.16,12:58:39.864,0,0.0,68.1,63.0,67.7,65.3
0.0,0.0,2.93,1.1,-8.75,-1.4,1013.1,40.332423,33.232018,-103.0,427113,1.8,0.1,-0.75,15.49,3.11,12:58:39.913,0,0.0,0,0.0,-0.4,0.1
51.0,0.0,-0.67,2.28,-9.2,-1.3,1013.0,40.333475,33.233098,-86.0,428194,1.5,52.6,-6.62,11.02,10.89,12:58:39.979,0,0.0,53.9,51.0,52.4,52.6
68.4,0.0,-2.51,1.52,-10.77,-1.3,1012.9,40.334743,33.234335,-94.6,429420,1.1,66.9,-1.06,-1.13,-1.73,12:58:40.030,0,0.0,67.4,68.4,66.6,66.9
0.0,0.0,1.42,-2.5,-9.84,-1.4,1012.6,40.335862,33.23542,-102.9,430516,1.1,0.1,-6.56,4.34,-12.08,12:58:40.079,0,0.0,0,0.0,0.7,0.1
175.7,0.0,2.21,5.84,-11.01,-1.4,1013.4,40.33729,33.236876,-102.3,432016,1.1,174.5,2.62,-1.86,5.65,12:58:40.145,0,0.0,173.5,175.7,172.8,174.5
0.0,0.0,-1.1,-1.14,-12.28,-1.8,1014.3,40.338482,33.238059,-97.2,433184,1.6,-0.1,-6.64,-5.34,-6.46,12:58:40.195,0,0.0,0,0.0,-1.6,-0.1
0.0,0.0,3.59,2.09,-9.22,-2.0,1012.4,40.339579,33.239174,-91.8,434263,0.9,-0.2,10.13,0.21,4.06,12:58:40.245,0,0.0,0,0.0,-1.3,-0.2
46.2,0.0,3.9,0.39,-11.95,-1.9,1013.5,40.340809,33.240402,-97.4,435505,0.4,48.7,10.7,-6.42,0.05,12:58:40.296,0,0.0,51.9,46.2,51.8,48.7
115.5,1809.7,1.63,-1.21,-9.89,-12.4,822.4,40.341871,33.241458,-91.0,436542,0.8,112.4,0.28,5.78,-0.88,12:58:40.347,1770.3,1809.7,110.7,115.5,111.5,112.4
0.0,1559.0,2.44,-2.41,-9.5,-10.2,846.2,40.343103,33.242741,-94.5,437822,0.2,0.4,-10.19,3.73,0.3,12:58:40.409,1532.4,1559.0,0,0.0,0.1,0.4
4.8,1773.0,-1.16,-0.13,-7.89,-12.0,824.6,40.344363,33.24393,-93.2,439059,1.9,5.8,-13.56,4.69,-0.89,12:58:40.462,1749.7,1773.0,5.7,4.8,5.8,5.8
110.4,2470.4,2.71,-4.14,-10.67,-15.6,759.8,40.345518,33.245146,-89.2,440237,0.9,107.7,-4.84,-1.52,-4.5,12:58:40.511,2445.7,2470.4,107.6,110.4,107.0,107.7
0.0,2762.4,-0.4,1.19,-9.81,-18.2,731.9,40.34665,33.24623,-99.7,441366,1.1,-0.5,-5.52,1.56,-2.41,12:58:40.562,2763.0,2762.4,0,0.0,-0.3,-0.5
149.3,2758.6,2.11,-0.95,-10.39,-18.1,733.8,40.347965,33.247604,-88.2,442687,1.2,149.3,1.39,-2.83,-3.44,12:58:40.613,2749.1,2758.6,149.6,149.3,149.1,149.3
0.0,2080.3,-0.08,2.4,-8.41,-13.4,797.6,40.349398,33.248979,-102.8,444055,0.6,0.0,0.03,-4.72,-9.37,12:58:40.663,2049.8,2080.3,0,0.0,0.7,0.0
7.8,429.8,-2.09,1.22,-11.2,-4.1,967.6,40.350755,33.2504,-99.6,445449,1.1,8.2,1.73,-8.11,14.53,12:58:40.713,389.5,429.8,4.6,7.8,6.1,8.2
37.9,1155.0,5.65,-0.62,-9.09,-8.0,888.3,40.351925,33.251564,-85.5,446651,0.7,35.6,0.36,4.6,-0.7,12:58:40.779,1119.4,1155.0,33.5,37.9,32.4,35.6
0.0,2240.9,-0.98,-0.86,-12.24,-14.8,780.2,40.353133,33.252689,-99.2,447807,1.0,0.1,-0.27,-7.79,2.31,12:58:40.830,2227.6,2240.9,0,0.0,-0.4,0.1
140.9,2794.1,-8.09,3.43,-9.66,-18.3,728.1,40.354207,33.253835,-93.9,448924,0.0,141.5,6.22,-5.96,-4.11,12:58:40.879,2811.7,2794.1,144.8,140.9,144.2,141.5
0.0,2801.7,2.66,-0.84,-10.68,-17.8,729.1,40.355513,33.255098,-102.9,450197,1.6,-0.1,1.63,1.47,-6.35,12:58:40.930,2803.6,2801.7,0,0.0,1.2,-0.1
0.0,0.0,0.71,0.28,-9.2,-1.5,1013.3,40.357092,33.256695,-99.5,451804,1.5,0.3,-7.21,0.07,1.31,12:58:40.992,0,0.0,0,0.0,1.2,0.3
49.4,1422.0,-4.33,-1.3,-8.99,-10.5,859.3,40.35823,33.257821,-100.1,452913,1.8,47.2,-0.07,-2.15,-15.93,12:58:41.045,1410.5,1422.0,46.7,49.4,47.7,47.2
0.0,2173.3,-0.0,6.95,-9.45,-14.4,786.4,40.359397,33.259039,-89.1,454099,0.5,-0.4,3.11,-0.07,2.56,12:58:41.095,2149.3,2173.3,0,0.0,-1.6,-0.4
151.5,2698.7,3.18,1.65,-9.55,-17.5,737.7,40.360575,33.260183,-92.8,455270,0.2,151.0,-7.38,3.77,-5.77,12:58:41.146,2692.4,2698.7,152.5,151.5,153.0,151.0
9.0,1489.8,2.19,-3.12,-7.27,-10.5,846.2,40.361577,33.261175,-92.4,456273,0.6,8.3,4.63,1.75,-1.16,12:58:41.196,1529.0,1489.8,4.0,9.0,4.5,8.3
0.0,596.6,-3.14,-0.75,-9.52,-5.4,940.6,40.36277,33.262361,-89.3,457460,0.4,0.2,-2.61,1.09,6.22,12:58:41.247,631.6,596.6,0,0.0,2.0,0.2
130.2,2685.3,0.72,-0.51,-10.1,-17.2,740.7,40.364338,33.26395,-92.2,459045,1.5,127.9,-4.1,-1.9,0.72,12:58:41.311,2670.2,2685.3,124.8,130.2,124.7,127.9
0.1,558.4,-1.74,2.84,-10.71,-4.9,943.5,40.365266,33.264921,-99.8,459971,1.2,-0.2,-3.04,0.78,10.39,12:58:41.347,598.5,558.4,0,0.1,0.6,-0.2
0.9,0.0,2.66,-1.43,-10.49,-2.1,1013.2,40.366353,33.265953,-90.7,461043,1.8,0.9,4.51,-0.66,-2.71,12:58:41.413,0,0.0,2.6,0.9,2.3,0.9
7.9,1654.8,3.36,-2.65,-10.55,-12.1,830.6,40.367884,33.267486,-98.7,462570,0.3,7.3,6.96,-3.44,0.09,12:58:41.478,1686.0,1654.8,4.8,7.9,4.7,7.3
125.9,0.0,1.26,-3.38,-10.64,-1.4,1012.6,40.368858,33.268474,-103.8,463542,0.7,121.9,2.33,-2.66,-0.61,12:58:41.527,0,0.0,119.2,125.9,117.6,121.9
0.0,0.0,-0.27,-0.09,-10.11,-1.6,1013.0,40.36997,33.269575,-88.5,464669,0.1,0.6,-4.62,7.14,-1.24,12:58:41.579,0,0.0,0,0.0,1.4,0.6
1.3,0.0,-2.37,-4.12,-8.4,-1.4,1014.1,40.371011,33.270648,-97.7,465749,0.9,1.6,8.24,-1.36,7.88,12:58:41.628,0,0.0,1.0,1.3,-0.3,1.6
0.0,644.5,-0.57,-1.74,-10.92,-5.6,944.2,40.372096,33.271697,-87.3,466796,1.4,0.3,-11.39,7.73,4.99,12:58:41.678,600.4,644.5,0,0.0,1.6,0.3
117.4,1859.4,-0.19,0.66,-8.47,-12.9,816.0,40.373246,33.27288,-104.8,467954,1.5,114.5,0.59,4.83,8.65,12:58:41.730,1838.7,1859.4,111.0,117.4,110.6,114.5
41.1,0.0,0.48,-1.89,-10.59,-1.3,1013.3,40.374712,33.274309,-93.0,469414,1.8,44.1,-7.45,-6.32,5.47,12:58:41.795,0,0.0,49.4,41.1,48.6,44.1
0.0,0.0,1.95,2.35,-8.53,-2.1,1013.3,40.376031,33.275642,-94.0,470742,1.4,0.4,2.52,1.28,-2.91,12:58:41.845,0,0.0,0,0.0,0.9,0.4
0.0,0.0,-0.56,0.36,-9.06,-1.2,1012.5,40.377272,33.27686,-102.4,471970,1.8,0.2,-5.8,2.91,-3.14,12:58:41.895,0,0.0,0,0.0,-0.2,0.2
18.3,0.0,1.11,2.58,-10.08,-1.4,1013.3,40.378849,33.278451,-103.0,473543,0.7,16.8,1.14,-5.07,6.14,12:58:41.960,0,0.0,16.1,18.3,16.7,16.8
0.0,0.0,3.0,1.67,-9.72,-2.2,1013.0,40.379958,33.279533,-85.6,474653,0.3,0.1,12.1,6.84,-2.14,12:58:42.013,0,0.0,0,0.0,0.8,0.1
170.0,0.0,0.79,4.03,-9.74,-1.5,1013.0,40.381219,33.280778,-98.4,475898,1.5,171.0,1.74,-2.88,-7.17,12:58:42.072,0,0.0,171.3,170.0,171.8,171.0
0.0,0.0,2.01,2.64,-11.63,-1.3,1012.8,40.382746,33.282337,-101.8,477450,0.3,0.1,-3.93,10.35,-2.4,12:58:42.136,0,0.0,0,0.0,0.6,0.1
0.3,342.3,-1.18,-0.11,-10.03,-3.4,968.2,40.384079,33.283714,-93.3,478805,1.1,-0.3,-3.48,-4.38,-0.25,12:58:42.187,382.2,342.3,0,0.3,-0.2,-0.3
0.0,0.0,-0.9,-1.08,-8.18,-1.9,1013.8,40.385309,33.284872,-100.4,480008,0.7,-0.6,1.48,-3.88,-0.46,12:58:42.231,0,0.0,0,0.0,-1.6,-0.6
0.0,0.0,1.78,-3.87,-8.94,-1.7,1012.9,40.386497,33.286084,-89.5,481200,1.5,-0.3,5.75,-3.73,9.44,12:58:42.296,0,0.0,0,0.0,-1.6,-0.3
168.0,0.0,1.46,-2.86,-10.5,-1.4,1012.7,40.38763,33.28721,-93.4,482312,2.0,165.7,-2.14,-0.28,-1.74,12:58:42.346,0,0.0,162.1,168.0,161.0,165.7
0.0,0.0,1.55,-1.68,-8.8,-1.5,1012.1,40.388808,33.2884,-103.3,483493,0.1,-0.3,-2.24,1.79,3.93,12:58:42.396,0,0.0,0,0.0,-0.4,-0.3
